name,type,producers,expect,played,tags
GTS,竞速游戏,Polyphony Digital/SONY,118,107, 3D
战国无双4-2,动作游戏,Koei Tecmo,160,65, 战国 单机合作 单人 好评原声音乐 日本动画 带状卷轴动作 自创角色
黑暗之魂2,动作角色扮演,From Software/Namco Bandai Games,133,92, 角色扮演 探索 冒险 困难 玩家对战 第三人称视角 黑暗奇幻
暗黑破坏神3：夺魂之镰,动作角色扮演,Blizzard,33,191, 奇幻
丧尸围城,动作游戏,CAPCOM,169,54, 丧尸 生存 恐怖 困难 生存恐怖 第三人称视角 沙盒
DayZ,第一人称射击,Bohemia Interactive,179,44, 生存 生存恐怖 丧尸 沙盒 第一人称射击 末日 射击
刺客信条：艾吉奥合集,动作游戏,育碧,127,96, 潜入暗杀 3D 中世纪
高达Versus,动作游戏,Namco Bandai,175,44, 科幻 3D
行尸走肉：第二季,动作游戏,Telltale Games,161,58, 生存 丧尸 单人剧情 女主人公 动作 冒险 互动电影
圣斗士星矢：斗士之魂,格斗游戏,DIMPS/Namco Bandai,189,30, 日本动画 格斗 改编 抢劫 动作 多人 剧情丰富
蜘蛛侠：英雄归来,动作游戏,CreateVR/Sony,177,41, 3D 超級英雄 冒险 VR 改编 虚拟现实 动作
环世界,策略游戏,Ludeon Studios,138,80, 沙盒 模拟 策略 生存 2D 独立游戏 科幻
虎豹骑,动作角色扮演,虎豹骑工作室/网龙,157,61, 三国 国产 Early Access 战争 历史 大型多人在线 策略
黑色沙漠,角色扮演,PERAL ABYSS/DAUM,149,69, 奇幻
看火人,冒险游戏,"Campo Santo/Panic Inc.,Campo Santo",106,112, 独立游戏 步行模拟 剧情丰富 短片 休闲 惊悚 探索
地铁2033,第一人称射击,4A Games/THQ,104,113, 末世 生存 射击 剧情丰富 科幻 潜行 多人
群星,策略游戏,Paradox Development Studio/Paradox Interactive,107,110, 科幻 太空 策略 重玩价值 单人 大战略 好评原声音乐
生化危机2,动作游戏,Capcom,120,96, 恐怖 丧尸
地球灭亡前60秒！,冒险游戏,Avocavo,176,39, 剧情丰富 可爱 末世 横版卷轴 漫画 多结局 搞笑
生化危机,动作游戏,Capcom,140,75, 恐怖 丧尸 科幻
传说法师,动作游戏,Contingent99,101,113, Roguelike 像素 类Rogue 奇幻 角色扮演 困难 程序生成
生化危机：启示录,动作游戏,Capcom,93,120, 丧尸 动作 血腥 第一人称射击 单人 氛围 第三人称视角
Rust,动作游戏,Facepunch Studios,152,59, 生存 第一人称射击 合作 射击 生存恐怖 沙盒 建造
秋叶原之旅2,动作游戏,"ACQUIRE Corp./XSEED Games,Marvelous USA, Inc.",155,55, 单人 女主人翁 开放世界 日本动画 恋爱模拟 可爱 欢乐
秋之回忆8：无垢少女,恋爱养成,5pb,195,15, 美少女 2D
强军,第一人称射击,"Ares Game Co., Ltd./Nanjing QiangJun Network Co., Ltd.",159,50, 国产 现代战争 第一人称射击 军事 大型多人在线
尘埃3,竞速游戏,Codemasters,149,59,
心灵杀手,动作游戏,Remedy Entertainment,72,136, 过场动画 剧集 灵异 好评原声音乐 悬疑惊悚 射击 黑暗
变形金刚：塞伯坦的陨落,动作游戏,High Moon Studios/Activision,164,43, 科幻
王国,策略游戏,Noio、Licorice/Raw Fury,164,42, 棋类 像素 独立 策略 复古
真三国无双7：帝国,动作游戏,"KOEI TECMO GAMES CO., LTD.",147,59, 策略 动作 单人 自创角色 单机合作 日本动画 角色扮演
新高达破坏者,动作游戏,Namco Bandai,152,53, 改编 科幻
赛车计划2,竞速游戏,Slightly Mad Studios/BANDAI NAMCO Entertainment,155,50, 虚拟现实 休闲 单人 街机 体育 多人 模拟
古剑奇谭,角色扮演,上海烛龙/GameBar,88,117, 国产 剑侠 剧情丰富 角色扮演 回合制
炉石传说：魔兽英雄传,策略游戏,暴雪,26,179, 回合制 奇幻
最后一站,冒险游戏,Oleg Sergeyev、Andrey Rumak/tinyBuild,155,49, 2D 丧尸 独立游戏 末世 复古 科幻 横版卷轴
刺客信条：编年史,动作游戏,Climax、育碧蒙特利尔/育碧,158,46, 跑酷 横版卷轴
僵尸部队三部曲,第三人称射击,Rebellion,136,68, 丧尸 二战 局域网联机 狙击手 动作 末日 合作
房产达人,模拟游戏,"Empyrean,Red Dot Games/PlayWay S.A,Frozen District",178,25, 网络爆红 管理 建造 多人 模拟 沙盒 设计与插画
美国职业摔角联盟2K15,格斗游戏,2K Sports/2K Games,163,40,
FIFA Online3,体育游戏,EA,52,151, 体育 电子竞技 足球
神秘海域3：德雷克的诡计,动作游戏,Naughty Dog Software/Sony Computer Entertainment,148,55,
夏日课堂,模拟游戏,Namco Bandai,166,36, 美少女 VR
正当防卫,第三人称射击,Avalanche/Square Enix,157,45, 沙盒 射击 开放世界 动作 氛围 经典 多人
寂静岭2,动作游戏,Konami,140,61, 3D 恐怖
仙剑奇侠传5,角色扮演,北京软星/百游汇通,104,97, 国产 剑侠 角色扮演 回合制
信长之野望14：创造,策略游戏,Koei Tecom Games,138,61, 策略 历史
马克思佩恩3,第三人称射击,Rockstar Studios/Rockstar Games,113,86, 剧情丰富 子弹时间 多人 好评原声音乐 动作 开放世界 第三人称视角
蝙蝠侠：阿甘之城,动作游戏,Rocksteady/华纳兄弟,95,104, 漫画英雄 蝙蝠侠 科幻 3D 动作冒险 改编 3D视觉
德军总部：旧血脉,第一人称射击,MachineGames/Bethesda,120,78, 科幻 二战 潜行 搞笑 战争 冒险 氛围
马里奥网球Aces,体育游戏,任天堂,132,65,
恶魔城：暗影之王2,动作游戏,Mercury Steam/Konami,95,102, 吸血鬼 奇幻
进化,第一人称射击,Turtle Rock Studios/2K,143,52, 生存 科幻 战术 休闲 潜行 射击 第三人称视角
使命召唤3,第一人称射击,Treyarch/Activision,157,38, 二战
毛线小精灵2,动作游戏,EA,162,32, 横版卷轴 奇幻
幼儿园,冒险游戏,Connor Boyle、Sean Young/SmashGames,171,23, 剧情丰富 Early Access 策略 单人 黑色喜剧 黑色幽默 解谜
H1Z1：杀戮之王,动作游戏,Daybreak Game Company,139,54, 大逃杀 丧尸 生存 沙盒
星际争霸,即时战略,暴雪,74,119, 未来战争 电子竞技 局域网联机 科幻
洛克人11,动作游戏,CAPCOM,135,55, 动作 硬核 横版卷轴 漫画风格 科幻
归家异途,冒险游戏,TPP Studio,133,57, 独立游戏 角色扮演 类Rogue 二維 休闲 策略 第三人称视角
老鼠模拟器,模拟游戏,Visualnoveler,157,32, 独立游戏 3D 恶搞
新弹丸论破V3,冒险游戏,Spike,123,66, 解谜 黑色喜剧 悬疑惊悚 剧情丰富 推理 氛围 悬疑
巨影都市,冒险游戏,Granzella Inc./Bandai Namco,160,29, 末世
零：濡鸦之巫女,冒险游戏,Koei Temco/任天堂,156,32, 恐怖
小镇惊魂,冒险游戏,Digital Happiness,153,35, 生存恐怖 解谜 悬疑惊悚 恐怖 独立 灵异 氛围
假面骑士：穿越战争2,角色扮演,万代南梦宫,154,34,
三国群英传5,策略游戏,宇峻奥汀,165,23, 三国 国产
最终幻想10：HD重制版,角色扮演,Square Enix,89,97, 冒险 经典 解谜 女主人翁 开放世界 奇幻 日系角色扮演
NBA 2K13,体育游戏,Visual Concepts/2K Sports,138,48,
超能队长,冒险游戏,Dontnod Entertainment/Square Enix,123,62, 剧情丰富 免费 氛围 好评原声音乐 点击 冒险 选择取向
请出示文件,模拟游戏,3909,156,29, 单人 独立 多结局 剧情丰富 休闲 模拟 点击
子弹风暴,第一人称射击,Epic/EA,117,68, 射击 氛围 第一人称射击 欢乐 动作 好评原声音乐 生存
弹丸论破：希望的学园和绝望的高中生,冒险游戏,"Spike Chunsoft Co., Ltd.,Abstraction Games/Spike Chunsoft Co., Ltd.",125,59, 悬疑 单人 剧情丰富 搞笑 视觉小说 欢乐 动作
生化危机：浣熊市行动,第三人称射击,Slant Six/CAPCOM,131,53, 丧尸
皇牌空战：突击地平线,飞行射击,NAMCO/Namco Bandai,156,28, 现代战争 动作 军事 休闲 战争 多人 控制器
镜之边缘,动作游戏,EA DICE/EA Games,115,68, 跑酷 科幻 鲜艳 风格化 平台 女主人翁 解谜
变形金刚：塞伯坦之战,动作游戏,High Moon/Activision,142,41, 科幻 改编
过山车之星,模拟游戏,Frontier Developments,113,70, 氛围 沙盒 动作 冒险 单人 模拟 好评原声音乐
恶果之地,冒险游戏,Spacecan Games/心动网络,147,35, 弹幕射击 国产 角色扮演 冒险 动作 可爱 休闲
黑色洛城,动作游戏,Team Bondi/Rockstar Games,109,73, 角色扮演 3D视觉 推理调查 推理 氛围 单人 过场动画
蝙蝠侠：内敌,冒险游戏,Telltale Games,122,59, 漫画英雄 改编 超級英雄 第三人称视角 漫画 蝙蝠侠 视觉小说
神偷4,动作游戏,Eidos Montreal/Square Enix,130,51, 抢劫 潜行 冒险 跑酷 开放世界 中世纪 第一人称射击
猎杀：对决,第一人称射击,Crytek,131,49, 生存 丧尸 永久死亡 玩家对战 在线合作 合作 西部
绿色地狱,动作角色扮演,Creepy Jar,132,47, 生存 模拟 独立 Early Access
噬神者2：狂怒解放,动作游戏,Shift/BANDAI NAMCO,116,63, 单人 合作 第三人称视角 女主人翁 剧情丰富 自创角色 砍杀
晶体管,动作角色扮演,Supergiant Games,121,58, 动作角色扮演 赛博朋克 女主人翁 氛围 二維 单人 策略
生化危机0：高清重制版,动作游戏,Capcom,117,61, 恐怖 丧尸 第三人称视角 冒险 经典 生存恐怖 氛围
战地：硬仗,第一人称射击,Visceral Games/EA,120,58, 电子竞技
三国志10,策略游戏,KOEI,136,42, 三国 策略
无主之地,第一人称射击,Gearbox Software/2K Sports,99,78, 动作角色扮演 多人 单机合作 科幻 末日 合作 第一人称射击
杀出重围：人类分裂,第一人称射击,Square Enix,68,109, 科幻 赛博朋克 动作 第一人称射击 角色扮演 剧情丰富 未来
口袋妖怪：绿铀,角色扮演,Uranium Team,151,24, 独立游戏 改编
口袋妖怪：欧米伽红宝石/阿尔法蓝宝石,角色扮演,任天堂,124,50,
冒险岛2,角色扮演,N Square/腾讯游戏,65,109,
三国志9,策略游戏,光荣,132,42, 三国 回合制
蝙蝠侠：阿甘疯人院,动作游戏,"Rocksteady,Feral",97,76, 漫画英雄 科幻 改编 潜行 氛围 动作冒险 类银河战士恶魔城
巫师之昆特牌：王权的陨落,角色扮演,CDPR/盖娅互娱,97,76, 奇幻 策略 卡牌
最终幻想世界,角色扮演,Square Enix,107,66, Q版 可爱 单人 日系角色扮演 开放世界 角色扮演 策略
英雄传说：闪之轨迹4,角色扮演,Falcom,148,25, 日式角色扮演 系列 经典 奇幻
超级机器人大战V,策略游戏,Namco Bandai,100,72, 科幻
星球大战：前线,第一人称射击,DICE/EA,134,38, 科幻
重力眩晕2,动作游戏,SCE,75,96, 3D 奇幻
合金装备5：原爆点,动作游戏,Konami,93,78, 沙盒 潜入暗杀
蝙蝠侠：阿甘起源,动作游戏,WB Games Montreal、Splash Damage/Warner Bros.,99,72, 漫画英雄 蝙蝠侠 科幻 改编 剧情丰富 动作冒险 沙盒
模拟农场18,模拟游戏,Giants Software/Focus Home,144,26, 3D
光之子,角色扮演,Ubisoft Montréal/Ubisoft,76,94, 二維 平台 角色扮演 休闲 冒险 回合制 好评原声音乐
蔚蓝,冒险游戏,Matt Makes Games Inc.,110,59, 二維 平台 困难 画素风格 单人 冒险 独立
在远方：追云者编年史,冒险游戏,Prideful Sloth,122,47, 3D 开放世界 多人 奇幻 探索 冒险 可爱
神秘海域：德雷克合集,动作游戏,Sony Computer Entertainment,56,111,
死亡空间,第三人称射击,EA Games/Electronic Arts,94,73, 黑暗 氛围 无声主角 科幻 恐怖 太空 冒险
风暴英雄,动作游戏,Blizzard,24,143, 奇幻
闪乱神乐：少女们的选择,动作游戏,MarvelousAQL,102,64, 美少女 3D
美国卡车模拟,模拟游戏,SCS Software,132,33, 独立游戏 美国 经济 冒险 休闲 拟真 可模组化
英雄传说：闪之轨迹3,角色扮演,Falcom,145,21, 日式角色扮演 系列 奇幻 经典
桥梁建筑师传送门,模拟游戏,ClockStone/Headup Games,97,66, 创意 建造 独立游戏 衍生 二維 单人 欢乐
NBA Live 18,体育游戏,EA Sports/EA,135,28, 3D
绝地求生：刺激战场,第一人称射击,腾讯光子工作室/腾讯游戏,67,97, 电子竞技 多人 沙盒 生存 大逃杀 玩家对战 第三人称视角
机械迷城,冒险游戏,Amanita Design,71,92, 解谜 单人 二維 蒸汽朋克 好评原声音乐 冒险 剧情丰富
神界3：原罪,角色扮演,Larian Studios,63,100, 冒险 策略 单人 多人 在线合作 众筹 魔法
古剑奇谭2,角色扮演,上海烛龙/GameBar,73,89, 剑侠 国产 角色扮演
美国职业摔角联盟2K16,体育游戏,Visual Concepts/2K Games,117,44, 单机合作 模拟 搞笑 体育 单人 自创角色 网络爆红
汤姆克兰西：鹰击长空2,模拟游戏,Ubisoft,135,26, 现代战争
Blue Reflection：幻舞的少女之剑,角色扮演,Gust,142,18, 美少女
模拟山羊,动作游戏,Coffee Stain Studios/Coffee Stain Publishing,98,61, 独立游戏 第三人称视角 动作 探索 合作 休闲 阖家
超级鸡马,益智游戏,Clever Endeavour Games,126,32, 独立游戏 低配置 休闲 冒险 解谜 可爱 策略
我还活着,动作游戏,Ubisoft Shanghai / Darkworks/Ubisoft,122,36, 生存 动作冒险 氛围 冒险 恐怖 第一人称射击 单人
真三国无双3,动作游戏,Omega Force/KOEI,110,47, 三国
光环战争2,即时战略,343工作室/Creative Assembly,95,62, 科幻 3D
三国群英传2,策略游戏,奥汀科技,105,51, 三国 国产
超级玛丽,动作游戏,任天堂,76,79, 横版卷轴
堕落之王,动作角色扮演,Deck 13 City/City Interactive,102,53, 中世纪 动作角色扮演 黑暗奇幻 氛围 开放世界 困难 休闲
太阁立志传5,策略游戏,Koei/台湾光荣,69,86, 生存
寂静岭5：归乡,动作游戏,Konami,114,40, 恐怖 生存
奇异小队,动作游戏,Rebellion,122,30, 冒险 奇幻 合作 丧尸 在线合作 3D 第三人称视角
游戏王：决斗者遗产,策略游戏,KONAMI,104,48, 改编 回合制 棋牌
吃鸡模拟器,模拟游戏,Trickjump Games Ltd,125,26, 第一人称射击 模拟 第三人称视角 狙击手 动作 冒险 多人
钢铁之师：诺曼底44,策略游戏,Eugen Systems/Paradox Interactive,114,36, 战术 动作 开放世界 即时战术 3D 策略 即时战略
雷曼：传奇,动作游戏,育碧,75,75, 奇幻 音乐 二維 动作 冒险 平台 控制器
灵山奇缘,角色扮演,腾讯游戏,15,134, 国产 回合制 奇幻 2.5D
天涯明月刀,角色扮演,腾讯游戏,50,99, 国产 剑侠 改编
火炬之光,动作角色扮演,Runic Games,92,57, 动作 独立 角色扮演 卡通 魔法 蒸汽朋克 奇幻
质量效应2,动作角色扮演,Bioware/Electronic Arts,73,75, 科幻
旁观者,冒险游戏,Warm Lamp Games/Alawar Entertainment,90,57, 选择取向 单人 独立游戏 氛围 点击 反乌托邦 策略
挺进地牢,动作游戏,Dodge Roll/Devolver Digital,80,67, 好评原声音乐 垂直捲轴射击 独立 多人 动作 射击 画素风格
讨鬼传：极,动作游戏,Omega Force/Koei Tecmo,81,66, 合作 砍杀 日系角色扮演 日本动画 角色扮演 狩猎 单人
三国群英传6,策略游戏,宇峻奥汀,132,14, 三国 国产
重装机兵,角色扮演,Crea-Tech/DATA EAST,65,80, 科幻
蜘蛛侠：破碎维度,动作游戏,Beenox/Activision,91,54, 改编 漫画英雄 科幻
仙剑奇侠传5前传,角色扮演,北京软星/百游,57,88, 剑侠 国产
原谅帽大作战,动作游戏,神亚游戏,131,13, 魔性 国产
蜡烛人,动作游戏,交典创艺/百家合,96,48, 国产 单线剧情 剧情丰富 独立 动作 3D 平台 单人
宝藏世界,角色扮演,TrionWorld/360游戏,94,50, 探索 动作 角色扮演 多人 开放世界 沙盒 免费
模拟人生3：大学生活,模拟游戏,The Sims Studio/Electronic Arts,129,15,
蝙蝠侠,冒险游戏,Telltale Games,76,67, 单人 选择取向 黑暗 剧情丰富 冒险 视觉小说 漫画
EVE Online,角色扮演,冰岛CCP/世纪天成,65,78, 未来战争 沙盒 科幻
阿拉亚,冒险游戏,MAD Virtual Reality Studio,124,18, 恐怖 VR 冒险 独立游戏 虚拟现实 动作 独立
教团：1886,动作游戏,Ready at Dawn/索尼,59,83, 蒸汽朋克 奇幻
最终幻想14：重生之境,角色扮演,Square Enix,54,88, 奇幻
不义联盟：我们之中的神,格斗游戏,NetherRealm Studios/Warner Bros.Interactive,106,35, 控制器 2D 格斗 动作 超級英雄 3D视觉 氛围 假3D
篱笆庄秘闻,冒险游戏,橙光游戏,90,49, 2D 国产 解谜
驾驶俱乐部,竞速游戏,Evolution Studio,91,48,
兽人必须死2,动作游戏,Robot Entertainment,107,32, 塔防 奇幻 角色扮演 第三人称视角 合作 动作 射击
瑞奇与叮当,动作游戏,Insomniac Games/Sony,59,79, 科幻
御侠客,角色扮演,甲山林娱乐,52,85, 国产 养成 武侠 角色扮演 独立游戏
坦克世界,第三人称射击,Wargaming/空中网,41,96, 现代战争
战争之人：突击小队2,即时战略,Digitalmindsoft/1C Company,97,40, 二战 战争 困难 单人 经典 动作 策略
战争之人：突击小队2,即时战略,Digitalmindsoft/1C Company,97,40, 二战 战争 困难 单人 经典 动作 策略
说谎公主与盲眼王子,动作游戏,Nippon Ichi Software/世嘉,110,26, 奇幻 横版卷轴
汽车修理工模拟2018,模拟游戏,Red Dot Games/PlayWay S.A.,112,24, 拟真 建造 竞速 策略 开放世界 网络爆红 多人
口袋铁拳锦标赛DX,格斗游戏,任天堂,105,31, 3D 奇幻
地下城与勇士,动作游戏,Neople/腾讯游戏,31,105, 横版卷轴 奇幻 电子竞技
生化危机3,动作游戏,Capcom,71,65, 丧尸 恐怖
海岛大亨5,模拟游戏,Haemimont Games/Kalypso Media Digital,75,61, 沙盒 策略 管理 开放世界 局域网联机 政治 多人
战术小队,动作游戏,Offworld Industries,100,35, 大型多人在线 独立游戏 多人 战争 现代战争 拟真 军事
仙剑奇侠传3外传：问情篇,角色扮演,上海软星/寰宇之星,91,44, 国产 回合制 剑侠
尘埃拉力赛,竞速游戏,"Codemasters Racing Studio,Feral Interactive (Linux),Feral Interactive (Mac)/Codemasters,Feral Interactive (Linux),Feral Interactive (Mac)",92,42, 驾驶 单人 虚拟现实 快节奏 3D视觉 TrackIR 开放世界
魔法门之英雄无敌7,策略游戏,Limbic Entertainment/Ubisoft,86,48, 回合制 奇幻 合作 多人 经典 剧情丰富 策略
星际争霸2：虚空之遗,即时战略,暴雪,25,109, 电子竞技 未来战争 科幻
爱丽丝：疯狂回归,动作游戏,Spicy Horse/Electronic Arts,52,82, 奇幻
地铁：归来,第一人称射击,4A Games/Deep Silver,80,53, 硬件杀手 末世
建筑模拟2015,模拟游戏,weltenbauer. Software Entwicklung GmbH/astragon Entertainment GmbH,102,31, 驾驶 管理 模拟 单人 休闲 多人 开放世界
尼内岛：大逃杀,第一人称射击,Define Human Studios,116,16, 第一人称射击 射击 生存 独立 3D 动作 Early Access
质量效应,动作角色扮演,Bioware/Electronic Arts,82,50, 单人 动作 好评原声音乐 动作角色扮演 第三人称视角 选择取向 女主人翁
泰坦之旅：不朽王座,动作角色扮演,Iron Lore/THQ,58,74, 奇幻
使命召唤,第一人称射击,Infinity Ward/Activision,74,58, 局域网联机 二战
拳皇2002：终极对决,格斗游戏,SNK Playmore,95,36,
极限竞速5,竞速游戏,Turn 10 Studios/Microsoft Studios,103,28, 赛车 竞速 3D
进化之地2,角色扮演,Shiro Games,93,37, 剧情丰富 谐仿 动作 角色扮演 奇幻 画素风格 时空旅行
消逝的光芒：邪恶之血,第一人称射击,Techland/Techland Publishing,107,22, 沙盒 末世 丧尸 生存
细胞分裂5：断罪,动作游戏,Ubisoft Montreal/Ubisoft,72,57, 潜入暗杀 科幻 动作
神秘海域2：纵横四海,动作游戏,Naughty Dog/SCE,81,46,
维京人：人中之狼,角色扮演,Games Farm/Kalypso Media Digital,86,40, 神话 中世纪 垂直卷轴 角色扮演 奇幻 单人 砍杀
星球基地,模拟游戏,Madruga Works,87,39, 独立游戏 生存 资源管理 开放世界 工艺 沙盒 多人
阿提拉：全面战争,策略游戏,The Creative Assembly/SEGA,79,47, 历史题材 即时战略 策略 剧情丰富 大型战场 战术 回合制
超级马里奥制造,角色扮演,Nintendo,92,34, 横版卷轴 复古
火焰纹章if：白夜王国/暗夜王国,角色扮演,Intelligent System/Nintendo,85,41, 奇幻
逆战,第一人称射击,腾讯游戏,65,60, 未来战争 科幻
闪乱神乐：忍乳负重,音乐游戏,Marvelous AQL,101,24, 忍者
德军总部,第一人称射击,Raven Software/Activision,88,37, 潜入暗杀 二战
三国志：汉末霸业,策略游戏,LongYou Game Studio/LongYou Tech Ltd,103,21, 三国 独立游戏 国产 大战略 4X 历史 战争
霸王2,动作游戏,Triumph Studios/Codemasters,97,27, 魔法 黑暗奇幻 第三人称视角 奇幻 单人 动作 冒险
巫师,角色扮演,CD Projekt Red/Atari,56,67, 中世纪 奇幻
剪剪世界,益智游戏,SFB Games、Nintendo/Nintendo,65,57, 2D
怪物猎人X,动作游戏,Capcom,56,66, 奇幻
闪乱神乐：少女们的证明,动作游戏,"Tamsoft/XSEED,Marvelous",94,28, 美少女
异形：隔离,第一人称射击,Creative Assembly/SEGA,79,43, 科幻 恐怖 好评原声音乐 VR 悬疑惊悚 动作 潜行
琼的最后一天,冒险游戏,Ovosonico/505 Games,87,34, 角色扮演 单人 剧情丰富 选择取向 好评原声音乐 点击 过场动画
龙腾世纪：起源,角色扮演,BioWare/EA,63,58, 奇幻 黑暗奇幻 剧情丰富 团队角色扮演 自创角色 冒险 多结局
英雄传说：闪之轨迹2,角色扮演,Falcom,71,50, 日式角色扮演 奇幻 系列 经典
小魔女学园：时之魔法与七不可思议,角色扮演,"APLUS Co., Ltd/Bandai Namco",102,18, 日本动画 角色扮演 可爱 带状卷轴动作 冒险 魔法 动作
自由禁区,第一人称射击,西山居,89,31, 国产 3D 未来战争 科幻
极品飞车15：变速2,竞速游戏,Slightly Mad/Electronic Arts,101,19, 电子竞技
战场女武神,角色扮演,SEGA,60,60, 剧情丰富 回合制 策略 日本动画 好评原声音乐 第三人称视角 爱情
少数幸运儿,冒险游戏,Compulsion Games/Gearbox Publishing,88,31, 反乌托邦 生存 生存恐怖 工艺 独立 恐怖 程序生成
金庸群侠传,角色扮演,河洛工作室/智冠科技,68,51, 国产 改编
新寂静岭,动作游戏,Konami,82,37, 恐怖
龙珠：怒气爆发2,格斗游戏,Namco Bandai,95,24, 改编
拿破仑：全面战争,策略游戏,Creative Assembly/SEGA,75,44, 战术 即时战略 策略 军事 多人 战争 大战略
节奏光剑,音乐游戏,Hyperbolic Magnetism,104,14, 节奏 音乐 虚拟现实 独立 科幻 Early Access 星球大战
疯狂之冠,策略游戏,S-Game,83,35, 类Rogue 策略 独立 冒险 Early Access
失落方舟,角色扮演,Smile Gate/腾讯游戏,99,19, 奇幻
特殊行动：一线生机,第三人称射击,"Yager Development/2K,Missing Link Games",67,51, 战争 剧情丰富 心理 末日 多人 单人 小说改编
无夜之国2：新月的花嫁,角色扮演,Koei Tecmo,89,28, 美少女 奇幻
暗黑血统：战神版,动作游戏,THQ Nordic Games,54,63, 奇幻 困难 类银河战士恶魔城 控制器 末日 动作 3D
阿玛拉王国：惩罚,角色扮演,38 Studios、Big Huge Games/EA,37,80, 奇幻
勿忘我,动作游戏,Dontnod Entertainment/Capcom,49,67, 冒险 第三人称视角 好评原声音乐 格斗 赛博朋克 科幻 剧情丰富
街头霸王4,格斗游戏,Capcom,89,27, 改编 科幻 局域网联机
梦幻模拟战手游,角色扮演,紫龙游戏,10,106, 战棋 策略 奇幻 回合制
打造世界,策略游戏,Dekovir Entertainment/Black Maple Games,78,37, 横向卷轴 冒险 二維 策略 生存 奇幻 模拟
合金装备4：爱国者之枪,动作游戏,KOJIMA PRODUCTION/Konami,86,29, 科幻
阿凡达,第三人称射击,Ubisoft Montreal/育碧,83,32, 科幻 改编 生存 3D
上古卷轴5：龙裔,角色扮演,Bethesda,56,59, 奇幻
龙珠VR,动作游戏,万代南梦宫,97,17, 改编 漫画英雄 VR
Poly Bridge,模拟游戏,Dry Cactus,95,18, 独立游戏 开放世界 Early Access 工艺 搞笑 建造 解谜
武林群侠传,角色扮演,河洛工作室,35,78, 生存 剑侠
无尽空间2,策略游戏,Amplitude Studios/SEGA,64,48, 科幻 大战略 好评原声音乐 单人 沙盒 回合制策略 合作
Ryse：罗马之子,动作游戏,Crytek/Crytek,56,56, 中世纪 局域网联机 罗马 氛围 短片 开放世界 角色扮演
这是警察2,模拟游戏,Weappy Studio/THQ Nordic,70,42, 独立 独立游戏 策略 冒险
命运之手2,角色扮演,Defiant Development,73,38, 独立 砍杀 类Rogue 奇幻 单人 动作 纸牌
脱逃者,策略游戏,Mouldy Toof Studios/Team17 Digital Ltd,90,21, 独立游戏
极限竞速6：巅峰,竞速游戏,Turn 10/Microsoft,89,21, 赛车 3D 竞速
约会大作战：或守Install,冒险游戏,Compile Heart,88,22, 美少女 奇幻 改编
战神1+2典藏版,动作游戏,索尼圣莫妮卡/sony,70,40,
战争机器,第三人称射击,Epic/Microsoft,61,49, 科幻 未来战争 生存
轩辕剑外传：汉之云,角色扮演,大宇资讯,93,17, 剑侠 改编 三国 国产
忍者龙剑传3,动作游戏,Team Ninja/Tecmo,87,23, 忍者
行尸走肉：米琼恩,冒险游戏,Telltale Games,81,28, 丧尸 分章节 生存 动作 漫画 末日 自选历险体验
模拟人生2,模拟游戏,Maxis/Electronic Arts,87,22,
波斯王子5：遗忘之沙,动作游戏,Ubisoft Montreal/Ubisoft,70,39, 动作 冒险 跑酷 平台 奇幻 砍杀 单人
Rime,冒险游戏,Tequila Works/Grey Box,71,36, 解谜 好评原声音乐 氛围 探索 冒险 单人 奇幻
超级马里奥派对,模拟游戏,Nintento,71,36,
Hob,动作游戏,Runic Games,89,17, 冒险 多人 解谜 3D 平台 砍杀 动作角色扮演 动作
勇者斗恶龙：英雄2,动作游戏,Koei Tecmo Games、ω-Force/Square Enix,63,43, 奇幻
植物大战僵尸Online,策略游戏,腾讯游戏、五彩石工作室/腾讯游戏,72,34, 丧尸 Q版
超级情圣,模拟游戏,RLR Training Inc/Red Dahlia Interactive,89,16, 冒险 独立游戏 策略 女主人翁 全动态影像 模拟 欢乐
要塞：十字军东征2,即时战略,FireFly Studios,73,32, 中世纪 开放世界 单人 经典 历史 动作 氛围
泰亚史诗,角色扮演,网易游戏,18,86, 国产 2.5D 魔幻
喷射侠,动作游戏,"Splashteam/Playdius,Plug In Digital",66,38, 2D 平台 独立 横版卷轴 二維 动作 卡通
战神：夜袭,角色扮演,Airship Syndicate/THQ Nordic,46,58, 改编 迷宫探索 独立 众筹 剧情丰富 好评原声音乐 漫画
三位一体,动作游戏,Frozenbyte/SouthPeak,40,64, 奇幻 横版卷轴 中世纪 解谜 合作 平台解谜 物理
428：被封锁的涉谷,冒险游戏,"Spike Chunsoft Co., Ltd.,Abstraction Games/Spike Chunsoft",65,38, 3D 视觉小说 冒险 美少女 悬疑 文字
闪乱神乐：沙滩戏水,动作游戏,MarvelousAQL Inc.,74,29, 美少女 日本动画 自创角色 单人 女主人翁 动作 射击
杀手4：血钱,动作游戏,Io Interactive/Eidos,62,41, 潜入暗杀 第三人称视角 困难 Masterpiece 暗杀 射击 策略
双星物语2,动作角色扮演,FALCOM,63,40, Q版 动作 奇幻 好评原声音乐 日本动画 可爱 日系角色扮演
迷你忍者,动作游戏,IO Interactive/Square Enix,73,30, Q版 忍者 潜行 单人 控制器 阖家 可爱
地痞街区,角色扮演,Matt Dabrowski/tinyBuild,71,31, 角色扮演 好评原声音乐 独立 冒险 动作 二維 程序生成
